2020-02-12 12:37:59,416;temperature:24.4
2020-02-12 12:37:59,511;flame:0
2020-02-12 12:38:02,500;temperature:24.6
2020-02-12 12:38:04,517;flame:0
2020-02-12 12:38:05,583;temperature:24.5
2020-02-12 12:38:09,523;flame:0
2020-02-12 12:38:14,529;flame:0
2020-02-12 12:38:17,908;temperature:24.5
2020-02-12 12:38:19,534;flame:0
2020-02-12 12:38:20,990;temperature:24.5
2020-02-12 12:38:24,072;temperature:24.5
2020-02-12 12:38:24,540;flame:0
2020-02-12 12:38:27,154;temperature:24.5
2020-02-12 12:38:29,542;flame:0
2020-02-12 12:38:30,236;temperature:24.5
2020-02-12 12:38:33,318;temperature:24.5
2020-02-12 12:39:31,357;temperature:24.5
2020-02-12 12:39:31,451;flame:0
2020-02-12 12:39:34,440;temperature:24.6
2020-02-12 12:39:36,454;flame:0
2020-02-12 12:39:37,522;temperature:24.6
2020-02-12 12:39:41,460;flame:0
2020-02-12 12:39:43,684;temperature:24.6
2020-02-12 12:39:46,465;flame:0
2020-02-12 12:39:49,844;temperature:24.6
2020-02-12 12:39:51,471;flame:0
2020-02-12 12:39:52,925;temperature:24.6
2020-02-12 12:39:56,476;flame:0
2020-02-12 12:39:59,088;temperature:24.6
2020-02-12 12:40:01,478;flame:0
2020-02-12 12:40:02,170;temperature:24.6
2020-02-12 12:40:05,252;temperature:24.6
2020-02-12 12:47:36,898;temperature:24.6
2020-02-12 12:47:36,993;flame:0
2020-02-12 12:47:39,980;temperature:24.6
2020-02-12 12:47:41,999;flame:0
2020-02-12 12:47:43,062;temperature:24.6
2020-02-12 12:47:46,144;temperature:24.6
2020-02-12 12:47:47,004;flame:0
2020-02-12 12:47:52,006;flame:0
2020-02-12 12:47:52,306;temperature:24.6
2020-02-12 12:47:57,011;flame:0
2020-02-12 12:49:46,392;temperature:24.6
2020-02-12 12:49:46,486;flame:0
2020-02-12 12:49:51,492;flame:0
2020-02-12 12:49:52,555;temperature:24.6
2020-02-12 12:50:23,567;temperature:24.6
2020-02-12 12:50:23,662;flame:0
2020-02-12 12:50:26,650;temperature:24.6
2020-02-12 12:50:28,667;flame:0
2020-02-12 12:50:29,732;temperature:24.5
2020-02-12 12:50:32,814;temperature:24.6
2020-02-12 12:50:33,673;flame:0
2020-02-12 12:50:35,895;temperature:24.5
2020-02-12 12:50:38,678;flame:0
2020-02-12 12:50:42,058;temperature:24.6
2020-02-12 12:50:43,684;flame:0
2020-02-12 12:50:45,140;temperature:24.6
2020-02-12 12:50:48,221;temperature:24.6
2020-02-12 12:50:48,690;flame:0
2020-02-12 12:50:51,303;temperature:24.5
2020-02-12 12:50:53,695;flame:0
2020-02-12 12:50:57,466;temperature:24.5
2020-02-12 12:50:58,701;flame:0
2020-02-12 12:51:03,629;temperature:24.5
2020-02-12 12:51:03,706;flame:0
2020-02-12 12:51:06,708;temperature:24.5
2020-02-12 12:51:08,712;flame:0
2020-02-12 12:51:09,790;temperature:24.6
2020-02-12 12:51:12,871;temperature:24.6
2020-02-12 12:51:13,717;flame:0
2020-02-12 12:51:15,953;temperature:24.6
2020-02-12 12:51:18,723;flame:0
2020-02-12 12:51:19,034;temperature:24.5
2020-02-12 12:51:22,116;temperature:24.6
2020-02-12 12:51:23,729;flame:0
2020-02-12 12:51:25,198;temperature:24.6
2020-02-12 12:51:28,279;temperature:24.6
2020-02-12 12:51:28,734;flame:0
2020-02-12 12:51:31,361;temperature:24.6
2020-02-12 12:51:33,740;flame:0
2020-02-12 12:51:34,442;temperature:24.6
2020-02-12 12:51:37,524;temperature:24.6
2020-02-12 12:51:38,745;flame:0
2020-02-12 12:51:40,605;temperature:24.6
2020-02-12 12:51:43,751;flame:0
2020-02-12 12:51:46,768;temperature:24.6
2020-02-12 12:51:48,756;flame:0
2020-02-12 12:51:49,849;temperature:24.6
2020-02-12 12:51:52,931;temperature:24.6
2020-02-12 12:51:53,762;flame:0
2020-02-12 12:51:56,013;temperature:24.6
2020-02-12 12:51:58,763;flame:0
2020-02-12 12:51:59,094;temperature:24.6
2020-02-12 12:52:03,763;flame:0
2020-02-12 12:52:08,769;flame:0
2020-02-12 12:52:11,418;temperature:24.6
2020-02-12 12:52:13,775;flame:0
2020-02-12 12:52:14,500;temperature:24.6
2020-02-12 13:11:02,737;temperature:24.6
2020-02-12 13:11:02,831;flame:0
2020-02-12 13:11:05,819;temperature:24.9
2020-02-12 13:11:07,836;flame:0
2020-02-12 13:11:08,901;temperature:24.9
2020-02-12 13:19:29,058;temperature:24.9
2020-02-12 13:19:29,153;flame:0
2020-02-12 13:19:32,141;temperature:25.2
2020-02-12 13:19:34,158;flame:0
2020-02-12 13:26:26,073;temperature:25.1
2020-02-12 13:26:26,165;flame:0
2020-02-12 13:26:31,171;flame:0
2020-02-12 13:26:32,236;temperature:25.3
2020-02-12 13:26:36,177;flame:0
2020-02-12 13:26:38,398;temperature:25.3
2020-02-12 13:27:10,802;temperature:25.3
2020-02-12 13:27:10,897;flame:0
2020-02-12 13:27:33,650;temperature:25.3
2020-02-12 13:27:33,744;flame:0
2020-02-12 13:28:17,356;temperature:25.3
2020-02-12 13:28:17,451;flame:0
2020-02-12 13:28:20,438;temperature:25.2
2020-02-12 13:28:22,457;flame:0
2020-02-12 13:28:23,521;temperature:25.2
2020-02-12 13:28:26,602;temperature:25.2
2020-02-12 13:28:27,462;flame:0
2020-02-12 13:28:32,468;flame:0
2020-02-12 13:28:37,473;flame:0
2020-02-12 13:28:42,008;temperature:25.2
2020-02-12 13:28:42,479;flame:0
2020-02-12 13:28:45,090;temperature:25.2
2020-02-12 13:28:47,485;flame:0
2020-02-12 13:28:48,172;temperature:25.2
2020-02-12 13:28:51,253;temperature:25.2
2020-02-12 13:28:52,490;flame:0
2020-02-12 13:28:57,496;flame:0
2020-02-12 13:29:02,501;flame:0
2020-02-12 13:29:03,578;temperature:25.2
2020-02-12 13:29:06,659;temperature:25.2
2020-02-12 13:29:07,507;flame:0
2020-02-12 13:31:05,513;temperature:25.2
2020-02-12 13:31:05,606;flame:0
2020-02-12 13:31:08,595;temperature:25.2
2020-02-12 13:31:10,612;flame:0
2020-02-12 13:31:15,618;flame:0
2020-02-12 13:31:17,839;temperature:25.2
2020-02-12 13:31:20,623;flame:0
2020-02-12 13:31:20,920;temperature:25.2
2020-02-12 13:31:24,002;temperature:25.2
2020-02-12 13:32:38,830;temperature:25.2
2020-02-12 13:32:38,924;flame:0
2020-02-12 13:32:41,913;temperature:25.2
2020-02-12 13:39:51,216;temperature:25.2
2020-02-12 13:39:51,309;flame:0
2020-02-12 13:39:54,299;temperature:25.1
2020-02-12 13:39:56,313;flame:0
2020-02-12 13:39:57,381;temperature:25.1
2020-02-12 13:40:00,463;temperature:25.1
2020-02-12 13:40:01,319;flame:0
2020-02-12 13:40:03,545;temperature:25.1
2020-02-12 13:40:06,324;flame:0
2020-02-12 13:40:06,632;temperature:25.1
2020-02-12 13:40:09,713;temperature:25.1
2020-02-12 13:40:11,330;flame:0
2020-02-12 13:43:49,183;temperature:25.1
2020-02-12 13:43:49,277;flame:0
2020-02-12 13:43:54,283;flame:0
2020-02-12 13:43:58,427;temperature:25.3
2020-02-12 13:43:59,289;flame:0
2020-02-12 13:44:01,509;temperature:25.3
2020-02-12 13:44:04,295;flame:0
2020-02-12 13:44:04,591;temperature:25.3
2020-02-12 13:44:07,673;temperature:25.3
2020-02-12 13:44:09,300;flame:0
2020-02-12 13:44:13,836;temperature:25.3
2020-02-12 13:44:14,306;flame:0
2020-02-12 13:46:51,502;temperature:25.3
2020-02-12 13:46:51,597;flame:0
2020-02-12 13:46:56,602;flame:0
2020-02-12 13:46:57,666;temperature:25.4
2020-02-12 13:47:01,609;flame:0
2020-02-12 13:47:03,829;temperature:25.4
2020-02-12 13:47:06,614;flame:0
2020-02-12 13:47:06,911;temperature:25.4
2020-02-12 13:47:23,867;temperature:25.4
2020-02-12 13:47:23,962;flame:0
2020-02-12 13:47:26,949;temperature:25.4
2020-02-12 13:47:28,967;flame:0
2020-02-12 13:47:30,032;temperature:25.4
2020-02-12 13:47:33,114;temperature:25.4
2020-02-12 13:47:33,973;flame:0
2020-02-12 13:47:38,979;flame:0
2020-02-12 13:47:42,358;temperature:25.4
2020-02-12 13:47:43,984;flame:0
2020-02-12 13:49:07,642;temperature:25.4
2020-02-12 13:49:07,736;flame:0
2020-02-12 13:49:12,742;flame:0
2020-02-12 13:49:16,887;temperature:25.4
2020-02-12 13:49:17,748;flame:0
2020-02-12 13:49:19,969;temperature:25.4
2020-02-12 13:49:22,753;flame:0
2020-02-12 13:49:23,050;temperature:25.4
2020-02-12 13:49:26,132;temperature:25.4
2020-02-15 12:49:56,863;temperature:22.3
2020-02-15 12:49:57,234;flame:0
2020-02-15 12:49:59,948;temperature:24.4
2020-02-15 12:50:02,240;flame:0
2020-02-15 12:50:03,030;temperature:24.3
2020-02-15 12:52:56,640;temperature:24.3
2020-02-15 12:52:56,737;flame:0
2020-02-15 12:52:59,723;temperature:24.5
2020-02-15 12:53:01,742;flame:0
2020-02-15 12:53:06,748;flame:0
2020-02-15 12:53:08,966;temperature:24.4
2020-02-15 12:58:29,232;temperature:24.4
2020-02-15 12:58:29,326;flame:0
2020-02-15 12:58:34,331;flame:0
2020-02-15 12:58:35,396;temperature:24.8
2020-02-15 12:59:12,082;temperature:24.8
2020-02-15 12:59:12,175;flame:0
2020-02-15 12:59:15,164;temperature:24.8
2020-02-15 12:59:17,181;flame:0
2020-02-15 12:59:22,191;flame:0
2020-02-15 12:59:24,408;temperature:24.8
2020-02-15 13:00:07,997;temperature:24.8
2020-02-15 13:00:08,090;flame:0
2020-02-15 13:02:28,893;temperature:24.8
2020-02-15 13:02:28,988;flame:0
2020-02-15 13:02:33,994;flame:0
2020-02-15 13:02:38,137;temperature:24.8
2020-02-15 13:02:39,001;flame:0
2020-02-15 13:02:41,219;temperature:24.8
2020-02-15 13:02:44,006;flame:0
2020-02-15 13:02:44,300;temperature:24.8
2020-02-15 13:02:47,383;temperature:24.8
2020-02-15 13:06:11,551;temperature:24.8
2020-02-15 13:06:11,643;flame:0
2020-02-15 13:06:14,633;temperature:24.9
2020-02-15 13:06:16,649;flame:0
2020-02-15 13:06:20,797;temperature:24.9
2020-02-15 13:06:21,654;flame:0
2020-02-15 13:06:23,879;temperature:24.9
2020-02-15 13:07:47,374;temperature:24.9
2020-02-15 13:07:47,467;flame:0
2020-02-15 13:07:52,473;flame:0
2020-02-15 13:07:56,616;temperature:25.0
2020-02-15 13:07:57,480;flame:0
2020-02-15 13:07:59,699;temperature:25.0
2020-02-15 13:08:02,485;flame:0
2020-02-15 13:08:02,781;temperature:24.9
2020-02-15 13:08:05,863;temperature:25.0
2020-02-15 13:08:07,488;flame:0
2020-02-15 13:08:58,318;temperature:25.0
2020-02-15 13:08:58,413;flame:0
2020-02-15 13:11:11,572;temperature:25.0
2020-02-15 13:11:11,666;flame:0
2020-02-15 13:11:44,317;temperature:25.1
2020-02-15 13:11:44,411;flame:0
2020-02-15 13:14:05,085;temperature:25.1
2020-02-15 13:14:05,179;flame:0
2020-02-15 13:17:28,968;temperature:25.1
2020-02-15 13:17:29,060;flame:0
2020-02-15 13:19:06,017;temperature:25.2
2020-02-15 13:19:06,109;flame:0
2020-02-15 13:19:11,115;flame:0
2020-02-15 13:19:12,181;temperature:25.2
2020-02-15 13:19:15,263;temperature:25.2
2020-02-15 13:19:52,639;temperature:25.2
2020-02-15 13:19:52,736;flame:0
2020-02-15 13:19:55,722;temperature:25.2
2020-02-15 13:19:57,742;flame:0
2020-02-15 13:22:06,400;temperature:25.2
2020-02-15 13:22:06,494;flame:0
2020-02-15 13:22:41,387;temperature:25.3
2020-02-15 13:22:41,481;flame:0
2020-02-15 13:22:44,469;temperature:25.3
2020-02-15 13:22:46,487;flame:0
2020-02-15 13:22:47,551;temperature:25.3
2020-02-15 13:22:51,492;flame:0
2020-02-15 13:22:53,714;temperature:25.3
2020-02-15 13:23:30,108;temperature:25.3
2020-02-15 13:23:30,205;flame:0
2020-02-15 13:26:14,126;flame:0
2020-02-15 13:26:17,111;temperature:25.4
2020-02-15 13:27:33,139;temperature:25.4
2020-02-15 13:27:33,233;flame:0
2020-02-15 13:30:17,492;temperature:25.5
2020-02-15 13:30:17,586;flame:0
2020-02-15 13:30:57,113;temperature:25.5
2020-02-15 13:30:57,210;flame:0
2020-02-15 13:53:41,313;modules.temperature:25.4
2020-02-15 13:53:41,406;modules.flame:0
2020-02-15 14:07:17,803;modules.temperature:1.2
2020-02-15 14:07:20,886;modules.temperature:1.3
2020-02-15 14:07:23,968;modules.temperature:1.3
2020-02-15 14:08:24,285;modules.temperature:1.3
2020-02-15 14:08:30,448;modules.temperature:1.3
2020-02-15 14:08:33,527;modules.temperature:1.3
2020-02-15 14:08:36,609;modules.temperature:1.3
2020-02-15 14:08:39,690;modules.temperature:1.3
2020-02-15 14:08:42,771;modules.temperature:1.3
2020-02-15 14:09:20,797;modules.temperature:1.3
2020-02-15 14:09:23,879;modules.temperature:1.3
2020-02-15 14:09:26,960;modules.temperature:1.3
2020-02-15 14:09:36,203;modules.temperature:1.3
2020-02-15 14:09:39,284;modules.temperature:1.4
2020-02-15 14:10:39,869;temperature:1.3
2020-02-15 14:10:42,950;temperature:1.4
2020-02-15 14:10:46,032;temperature:1.4
2020-02-15 14:10:49,113;temperature:1.4
2020-02-15 14:10:52,193;temperature:1.4
2020-02-15 14:11:01,435;temperature:1.4
2020-02-15 14:11:54,826;temperature:1.4
2020-02-15 14:11:57,908;temperature:1.5
2020-02-15 14:12:00,990;temperature:1.5
2020-02-15 14:12:04,071;temperature:1.5
2020-02-15 14:13:30,078;temperature:1.4
2020-02-15 14:13:33,159;temperature:1.5
2020-02-15 14:13:36,240;temperature:1.5
2020-02-15 14:13:39,322;temperature:1.4
2020-02-15 14:13:42,403;temperature:1.5
2020-02-15 14:14:35,806;temperature:1.5
2020-02-15 14:14:38,887;temperature:1.5
2020-02-15 14:14:41,969;temperature:1.5
2020-02-15 14:28:32,845;modules.temperature:1.7
2020-02-15 14:28:35,927;modules.temperature:1.7
2020-02-15 14:28:39,009;modules.temperature:1.7
2020-02-15 14:28:42,090;modules.temperature:1.7
2020-02-15 14:28:45,172;modules.temperature:1.7
2020-02-15 14:28:48,254;modules.temperature:1.7
2020-02-15 14:28:57,498;modules.temperature:1.7
2020-02-15 14:29:00,579;modules.temperature:1.7
2020-02-15 14:29:03,661;modules.temperature:1.7
2020-02-15 14:29:06,743;modules.temperature:1.7
2020-02-15 14:29:19,067;modules.temperature:1.7
2020-02-15 14:39:22,735;modules.temperature:1.7
2020-02-15 14:39:25,822;modules.temperature:1.7
2020-02-15 14:39:28,904;modules.temperature:1.6
2020-02-15 14:41:02,600;modules.temperature:1.7
2020-02-15 14:41:05,683;modules.temperature:1.7
2020-02-15 14:41:17,574;modules.temperature:1.7
2020-02-15 14:41:20,656;modules.temperature:1.7
2020-02-15 14:41:26,819;modules.temperature:1.6
2020-02-15 14:41:29,900;modules.temperature:1.7
2020-02-15 14:41:32,982;modules.temperature:1.7
2020-02-15 14:41:36,063;modules.temperature:1.7
2020-02-15 14:41:45,306;modules.temperature:1.7
2020-02-15 14:44:59,613;modules.temperature:1.7
2020-02-15 14:45:05,776;modules.temperature:1.7
2020-02-15 14:45:11,938;modules.temperature:1.7
2020-02-15 14:45:15,019;modules.temperature:1.7
2020-02-15 14:45:18,101;modules.temperature:1.7
2020-02-15 14:45:21,183;modules.temperature:1.7
2020-02-15 14:45:24,264;modules.temperature:1.7
2020-02-15 14:45:27,346;modules.temperature:1.7
2020-02-15 14:45:30,427;modules.temperature:1.7
2020-02-15 14:46:09,569;modules.temperature:1.7
2020-02-15 14:46:15,732;modules.temperature:1.7
2020-02-15 14:46:18,813;modules.temperature:1.7
2020-02-15 14:46:21,895;modules.temperature:1.7
2020-02-15 14:46:28,057;modules.temperature:1.7
2020-02-15 14:46:34,218;modules.temperature:1.8
2020-02-15 14:46:37,299;modules.temperature:1.8
2020-02-15 14:47:25,827;modules.temperature:1.7
2020-02-15 14:47:28,908;modules.temperature:1.8
2020-02-15 14:47:31,990;modules.temperature:1.8
2020-02-15 14:47:35,071;modules.temperature:1.8
2020-02-15 14:47:41,232;modules.temperature:1.8
2020-02-15 14:47:44,313;modules.temperature:1.8
2020-02-15 14:49:41,889;modules.temperature:1.8
2020-02-15 14:52:03,330;modules.temperature:1.8
2020-02-15 14:52:06,409;modules.temperature:1.8
2020-02-15 14:52:09,490;modules.temperature:1.8
2020-02-15 14:52:12,569;modules.temperature:1.8
2020-02-15 14:53:08,577;modules.temperature:1.8
2020-02-15 14:53:14,739;modules.temperature:1.8
2020-02-15 14:53:17,820;modules.temperature:1.8
2020-02-15 14:53:20,899;modules.temperature:1.8
2020-02-15 14:53:23,981;modules.temperature:1.8
2020-02-15 14:53:27,063;modules.temperature:1.8
2020-02-15 14:54:24,217;modules.temperature:1.8
2020-02-15 14:54:30,379;modules.temperature:1.9
2020-02-15 14:54:33,460;modules.temperature:1.8
2020-02-15 14:54:36,541;modules.temperature:1.8
2020-02-15 14:54:39,623;modules.temperature:1.9
2020-02-15 14:54:42,704;modules.temperature:1.9
2020-02-15 14:54:45,800;modules.temperature:1.9
2020-02-15 14:54:48,880;modules.temperature:1.9
2020-02-15 14:54:51,962;modules.temperature:1.9
2020-02-15 14:54:55,043;modules.temperature:1.8
2020-02-15 14:54:58,125;modules.temperature:1.9
2020-02-15 14:55:01,206;modules.temperature:1.9
2020-02-15 14:55:04,287;modules.temperature:1.9
2020-02-15 14:55:10,449;modules.temperature:1.9
2020-02-15 14:55:13,530;modules.temperature:1.9
2020-02-15 14:55:16,612;modules.temperature:1.9
2020-02-15 14:55:19,694;modules.temperature:1.9
2020-02-15 14:55:28,937;modules.temperature:1.9
2020-02-15 14:55:32,019;modules.temperature:1.9
2020-02-15 14:55:35,100;modules.temperature:1.9
2020-02-15 14:55:38,181;modules.temperature:1.9
2020-02-15 14:55:41,262;modules.temperature:1.8
2020-02-15 14:56:01,154;modules.temperature:1.9
2020-02-15 14:56:04,235;modules.temperature:1.9
2020-02-15 14:56:10,397;modules.temperature:1.9
2020-02-15 14:56:39,166;modules.temperature:1.9
2020-02-15 14:56:45,329;modules.temperature:1.9
2020-02-15 14:57:07,870;modules.temperature:1.9
2020-02-15 14:57:42,372;modules.temperature:1.9
2020-02-15 14:57:57,210;modules.temperature:1.9
2020-02-15 14:58:00,292;modules.temperature:1.9
2020-02-15 14:58:03,375;modules.temperature:1.9
2020-02-15 14:58:13,288;modules.temperature:1.9
2020-02-15 14:58:16,370;modules.temperature:1.9
2020-02-15 14:58:19,452;modules.temperature:1.9
2020-02-15 14:58:22,533;modules.temperature:1.9
2020-02-15 14:58:25,614;modules.temperature:1.9
2020-02-15 14:58:28,695;modules.temperature:1.9
2020-02-15 14:58:31,776;modules.temperature:1.9
2020-02-15 14:59:44,308;modules.temperature:1.9
2020-02-15 14:59:47,389;modules.temperature:1.8
2020-02-15 14:59:50,470;modules.temperature:1.9
2020-02-15 14:59:53,552;modules.temperature:1.9
2020-02-15 14:59:56,633;modules.temperature:1.9
2020-02-15 14:59:59,715;modules.temperature:1.9

